# bin_edges hist err
3.281927872511470963e-07 9.150029464044262113e+02 4.092017575545787622e+02
5.945570708544394139e-07 2.020309787196198386e+02 1.428574750623982652e+02
1.077105056036769012e-06 7.806412418112773821e+02 2.086351477745391776e+02
1.951293422635962419e-06 8.002621707055403704e+02 1.569443240160642574e+02
3.534981105030109478e-06 4.247510218600222061e+02 8.495020437200443553e+01
6.404004271197283230e-06 3.282448734018990990e+02 5.548351026968766320e+01
1.160155301739971416e-05 2.795497777090288878e+02 3.804190628308798949e+01
2.101748011332487198e-05 2.914748228792264513e+02 2.886030797134274195e+01
3.807546021222368024e-05 5.505056569861164917e+02 2.946789221437333595e+01
6.897785379387658198e-05 3.543775915843502275e+02 1.756584505717807687e+01
1.249609141291986841e-04 4.397728570021432120e+02 1.453844219208127697e+01
2.263803409521446481e-04 3.310986394343568122e+02 9.372384636701109883e+00
4.101127070551300138e-04 2.783943464620316490e+02 6.385124255077040623e+00
7.429639507594950265e-04 1.402533546274035245e+02 3.367158174127093506e+00
1.345960324155364221e-03 8.081048489510310162e+01 1.898927953097641286e+00
2.438354098268826452e-03 4.982882301850378326e+01 1.107854401932872657e+00
4.417344703140064534e-03 2.519391440087783707e+01 5.852722591155421483e-01
8.002502278161051363e-03 1.029697896099806265e+01 2.779923018986237282e-01
1.449740670372631594e-02 7.564704556322277895e+00 1.770278457568144337e-01
2.626363527653330018e-02 3.169493839889192976e+00 8.513503068398978191e-02
4.757944314009413672e-02 1.512233949414900636e+00 4.369085812014470577e-02
8.619535664753032178e-02 4.856578664216571473e-01 1.839560343024248742e-02
1.561523006000496427e-01 1.507714808407599472e-01 7.615109750859927300e-03
2.828869434625966850e-01 1.524379365827949195e-01 5.688933266664582961e-03
5.124805876960926154e-01 4.476797641576080178e-02 2.290528936126035205e-03
9.284145445194744717e-01 2.134781963547111115e-03 3.716178401907830795e-04
5.519954321281573151e+00 6.528257659648783009e-05 2.665150029259235335e-05
