# bin_edges hist err
3.490254878959579349e-06 2.957867498158646313e+01 1.322798558863993357e+01
6.309573444801929638e-06 2.290677203445020638e+01 8.657946020343475269e+00
1.140624923851320228e-05 3.801388804832169654e+01 8.295310449571966060e+00
2.061986009502219175e-05 2.803742796869698140e+01 5.298575843361360782e+00
3.727593720314938141e-05 2.492583960921242792e+01 3.715724784163718653e+00
6.738627168030941555e-05 3.401084358093878279e+01 3.228166412713560085e+00
1.218187912010114778e-04 3.423757034077430461e+01 2.408947042929946214e+00
2.202201949987373474e-04 4.631649213289221478e+01 2.083877499321559412e+00
3.981071705534969187e-04 6.337778540811571304e+01 1.813015248336716123e+00
7.196856730011514085e-04 3.396836934568025868e+01 9.871856821033159202e-01
1.301025216910830151e-03 6.490878016849299215e+00 3.209532616447977049e-01
2.351952635070956362e-03 6.145190102025080425e-02 2.322663538453428878e-02
4.251786303382886108e-03 6.507275943975509014e-01 5.621430224545581611e-02
7.686246100397729937e-03 4.101952293443523523e+00 1.049714234905435167e-01
1.389495494373135971e-02 3.016509857340126111e-01 2.117174867231919749e-02
8.208914159638244779e-02 3.000686215091917797e-01 8.687610895982206954e-03
1.483981788967562998e-01 1.280044623193235864e+00 1.334538772860233147e-02
2.682695795279722017e-01 1.823767475588387699e+00 1.184764263179419706e-02
4.849693428528190631e-01 8.558365635407800820e-01 6.036305373619717252e-03
9.363292088239397515e+00 3.682593256094388381e-04 2.849676217539372057e-05
