# bin_edges hist err
9.999999999999999547e-07 9.639311601093037325e+02 6.816022599103042694e+02
3.324597932270938332e-06 7.248479212724453191e+02 3.241618450629206905e+02
6.061898993497572126e-06 4.770441545512152288e+02 1.947524605713124970e+02
1.105295141126022030e-05 2.180257390635266290e+02 9.750407467813536755e+01
2.015337685941735182e-05 4.304678318427765475e+02 1.014622409928992539e+02
3.674661940736687922e-05 1.836228265235305059e+02 4.907526466014842725e+01
6.700187503509590005e-05 3.524724257389462423e+02 5.035320367699232236e+01
1.221677348996791812e-04 3.984564633656622732e+02 3.964789997283780565e+01
2.227542951999556280e-04 2.834400608548713194e+02 2.476427309891525397e+01
4.061585988376979588e-04 2.135958826382118616e+02 1.592049710977029342e+01
7.405684692262435144e-04 1.620504172409556816e+02 1.026952792132035697e+01
1.350314037869872197e-03 1.145740523009007745e+02 6.394899997914894385e+00
2.462092401494625667e-03 8.045508498471143355e+01 3.968556676199440414e+00
4.489251258218603276e-03 3.746860618040346225e+01 2.005648505760545319e+00
8.185467307069028281e-03 1.330702536656444934e+01 8.851701603986272815e-01
1.492495545051829124e-02 5.392863793528563043e+00 4.173123293324580430e-01
2.721338768375308748e-02 1.027215132787712593e+00 1.348799548658807801e-01
4.961947603002898194e-02 3.496764228519269047e-01 5.827940380865448411e-02
9.047357242349293727e-02 4.741156503037085024e-01 5.025615841997677774e-02
1.649648074098020722e-01 7.596229328047830742e-02 1.489743137440065375e-02
3.007882518043095699e-01 1.073568986486559823e-01 1.311573265572247605e-02
5.484416576121015074e-01 7.909118791920438651e-03 2.636372930640146217e-03
