# bin_edges hist err
6.061898993497572126e-06 2.087068176161566271e+02 1.475780060162483380e+02
1.105295141126022030e-05 2.289270260167029676e+02 1.144635130083514838e+02
2.015337685941735182e-05 1.569413970260123108e+02 7.018632644678936572e+01
3.674661940736687922e-05 2.237903198255527855e+02 6.206826716027045876e+01
6.700187503509590005e-05 8.685927634281174505e+02 9.055705556021463565e+01
1.221677348996791812e-04 2.330082660151923619e+02 3.473482147528827824e+01
2.227542951999556280e-04 1.789080155109707846e+02 2.254029126657690796e+01
4.061585988376979588e-04 1.401722979813265511e+02 1.477545754936047118e+01
7.405684692262435144e-04 1.341064823402186050e+02 1.070286246778172590e+01
1.350314037869872197e-03 1.218018546656772259e+02 7.553830357965308551e+00
2.462092401494625667e-03 7.296747671058683693e+01 4.329823150240581064e+00
4.489251258218603276e-03 3.071835227326057094e+01 2.080509339525737467e+00
8.185467307069028281e-03 1.251949676356533558e+01 9.836245620622315888e-01
1.492495545051829124e-02 7.078133729006238717e+00 5.477224322488511987e-01
2.721338768375308748e-02 2.812665573721528478e+00 2.556968703383207808e-01
4.961947603002898194e-02 7.904144141548764546e-01 1.003827309804504742e-01
9.047357242349293727e-02 3.915449471609278032e-01 5.232239442138207630e-02
1.649648074098020722e-01 1.840624798719282529e-01 2.656713057544196274e-02
3.007882518043095699e-01 1.409059294763609638e-01 1.721439911063574885e-02
5.484416576121015074e-01 3.460239471465191910e-03 1.997770190310996837e-03
