# AtomId eventId barrier
4.000000000000000000e+00 6.293300000000000000e+05 6.929830000000000156e-01
4.000000000000000000e+00 6.293300000000000000e+05 6.929720000000000324e-01
4.000000000000000000e+00 6.293300000000000000e+05 6.840490000000000181e-01
5.200000000000000000e+01 5.060000000000000000e+03 5.682059999999999889e-01
5.200000000000000000e+01 5.060000000000000000e+03 5.649110000000000520e-01
1.430000000000000000e+02 1.058155000000000000e+06 1.710599999999999898e-01
9.000000000000000000e+00 1.023624000000000000e+06 5.980969999999999898e-01
9.000000000000000000e+00 1.188970000000000000e+06 6.498469999999999525e-01
1.300000000000000000e+01 1.545200000000000000e+04 9.366399999999999726e-02
5.600000000000000000e+01 7.575100000000000000e+05 1.334299999999999931e-01
1.340000000000000000e+02 6.480800000000000000e+05 9.511659999999999560e-01
1.430000000000000000e+02 6.495360000000000000e+05 1.618690000000000129e-01
9.000000000000000000e+00 1.023624000000000000e+06 6.553909999999999458e-01
9.000000000000000000e+00 1.188970000000000000e+06 6.911899999999999711e-01
1.300000000000000000e+01 1.220869000000000000e+06 3.118139999999999801e-01
5.600000000000000000e+01 1.167623000000000000e+06 2.981770000000000254e-01
5.600000000000000000e+01 1.167623000000000000e+06 2.822689999999999921e-01
1.830000000000000000e+02 1.220869000000000000e+06 9.036900000000000488e-02
9.000000000000000000e+00 1.023624000000000000e+06 6.552940000000000431e-01
9.000000000000000000e+00 1.188970000000000000e+06 6.912509999999999488e-01
1.300000000000000000e+01 1.220869000000000000e+06 3.120640000000000081e-01
5.600000000000000000e+01 1.167623000000000000e+06 2.981770000000000254e-01
9.000000000000000000e+00 1.023624000000000000e+06 5.982359999999999900e-01
9.000000000000000000e+00 1.188970000000000000e+06 6.499810000000000310e-01
1.300000000000000000e+01 1.545200000000000000e+04 9.411400000000000321e-02
5.600000000000000000e+01 7.575100000000000000e+05 1.336110000000000075e-01
1.340000000000000000e+02 6.480800000000000000e+05 9.515780000000000349e-01
1.300000000000000000e+01 1.220869000000000000e+06 2.839869999999999894e-01
1.300000000000000000e+01 8.285420000000000000e+05 2.437970000000000137e-01
5.600000000000000000e+01 4.900060000000000000e+05 2.974550000000000249e-01
1.340000000000000000e+02 6.480800000000000000e+05 9.481969999999999565e-01
1.910000000000000000e+02 7.589440000000000000e+05 1.905389999999999862e-01
