# bin_edges hist err
3.324597932270941534e-04 5.018177916501549873e+00 2.897246370933605153e+00
6.061898993497572431e-04 6.421748234343279904e+00 2.427192687191493281e+00
1.105295141126022172e-03 1.006272641831663961e+01 2.250094031033898823e+00
2.015337685941732959e-03 7.450404781894200745e+00 1.433831068799430675e+00
3.674661940736687841e-03 1.135031207906438233e+01 1.310621146846816298e+00
6.700187503509590602e-03 2.821992733545723109e+00 4.839677610855324108e-01
1.221677348996791888e-02 1.547698372555123880e+00 2.654280811205672608e-01
1.350314037869872197e-01 1.375547572555746223e+00 7.526661442232418509e-02
2.462092401494625493e-01 2.023800004107284334e+00 6.761041281001030356e-02
4.489251258218602825e-01 8.646601426246950384e-01 3.272786905615263781e-02
9.047357242349292505e+00 3.442153381634529847e-03 4.599770938143478687e-04
