# bin_edges hist err
3.324597932270938332e-06 2.706098906083796010e+02 1.913500887053350255e+02
1.105295141126022030e-05 1.627925518340998678e+02 8.139627591704993392e+01
2.015337685941735182e-05 3.348083136554928956e+02 8.644713486396754831e+01
3.674661940736687922e-05 3.182795659741195209e+02 6.241975837230298652e+01
6.700187503509590005e-05 4.028256294159385220e+02 5.200456513844834916e+01
1.221677348996791812e-04 2.761579449068946133e+02 3.188797276616988796e+01
2.227542951999556280e-04 2.080002889326842137e+02 2.049487745520061566e+01
4.061585988376979588e-04 1.738828703847369468e+02 1.387736382876420826e+01
7.405684692262435144e-04 1.573212350510589772e+02 9.775465901069630092e+00
1.350314037869872197e-03 1.145978475350234902e+02 6.178701851423200608e+00
2.462092401494625667e-03 5.499395427827640503e+01 3.169798827766333815e+00
4.489251258218603276e-03 2.665388527522874540e+01 1.634254561236180958e+00
8.185467307069028281e-03 1.483792209015150831e+01 9.030071816977982557e-01
1.492495545051829124e-02 7.112982823879589134e+00 4.630157438330945174e-01
2.721338768375308748e-02 2.148886829509927932e+00 1.884698426404939342e-01
4.961947603002898194e-02 9.428312438377881577e-01 9.245220981449690789e-02
9.047357242349293727e-02 5.717799228381802434e-01 5.331875273018787248e-02
1.649648074098020722e-01 4.144814361560458238e-01 3.361888380277659044e-02
3.007882518043095699e-01 1.136594429474327844e-01 1.303763225755226809e-02
5.484416576121015074e-01 4.101024558773560397e-03 1.834033938162752449e-03
