# bin_edges hist err
3.281927872511470963e-07 1.993075724841324359e+02 1.409317360453593722e+02
5.945570708544394139e-07 2.200337391995859662e+02 1.100168695997929831e+02
1.077105056036769012e-06 2.125508331664369166e+02 8.033666364542450822e+01
1.951293422635962419e-06 3.184592415793182454e+02 7.305956061478180175e+01
3.534981105030109478e-06 2.035440540398522273e+02 4.339573813122157731e+01
6.404004271197283230e-06 2.093895868518479517e+02 3.270115947895410358e+01
1.160155301739971416e-05 2.142497379581482733e+02 2.457613043262206887e+01
2.101748011332487198e-05 2.380858701736255512e+02 1.924810177829316871e+01
3.807546021222368024e-05 2.302037897238321023e+02 1.406193453963814655e+01
6.897785379387658198e-05 2.394443186380745203e+02 1.065513233170020690e+01
1.249609141291986841e-04 2.648677944136697988e+02 8.326047781370823131e+00
2.263803409521446481e-04 2.471918432975544704e+02 5.975979943940699535e+00
4.101127070551300138e-04 2.337412858339894228e+02 4.317452016543732007e+00
7.429639507594950265e-04 1.548641629061335152e+02 2.610976793458714251e+00
1.345960324155364221e-03 1.047535141191804797e+02 1.595436742562016175e+00
2.438354098268826452e-03 6.211562265103785307e+01 9.127744026854744952e-01
4.417344703140064534e-03 1.688093092747688218e+01 3.535321947287923816e-01
8.002502278161051363e-03 1.809691897469523170e+01 2.719573720086595481e-01
1.449740670372631594e-02 8.741867516327335608e+00 1.404327391963799410e-01
2.626363527653330018e-02 4.918867148971520109e+00 7.826481180513997216e-02
4.757944314009413672e-02 1.529443706174056450e+00 3.242414172267139849e-02
8.619535664753032178e-02 2.989958653169115244e-01 1.065128668120614817e-02
1.561523006000496427e-01 2.031637326443358135e-02 2.062815168346582295e-03
2.828869434625966850e-01 8.035163857080084016e-02 3.047911378508430698e-03
5.124805876960926154e-01 7.785835927369109954e-03 7.048964642490064200e-04
9.284145445194744717e-01 7.045485028208287471e-05 4.981910240194373463e-05
