# Barrier Energy Step Time
0.000000000000000000e+00 -2.138954999999999927e+03 0.000000000000000000e+00 0.000000000000000000e+00
1.899999999999999953e-02 -2.139338999999999942e+03 5.000000000000000000e-01 2.397999999999999980e-13
0.000000000000000000e+00 -2.139358000000000175e+03 1.000000000000000000e+00 2.397999999999999980e-13
4.219999999999999862e-01 -2.138530000000000200e+03 1.500000000000000000e+00 1.080000000000000043e-12
0.000000000000000000e+00 -2.138952999999999975e+03 2.000000000000000000e+00 1.080000000000000043e-12
1.700000000000000122e-02 -2.139340999999999894e+03 2.500000000000000000e+00 1.222999999999999938e-12
0.000000000000000000e+00 -2.139358000000000175e+03 3.000000000000000000e+00 1.222999999999999938e-12
4.229999999999999871e-01 -2.138530000000000200e+03 3.500000000000000000e+00 1.656999999999999907e-12
0.000000000000000000e+00 -2.138952999999999975e+03 4.000000000000000000e+00 1.656999999999999907e-12
1.700000000000000122e-02 -2.139340999999999894e+03 4.500000000000000000e+00 1.805999999999999979e-12
0.000000000000000000e+00 -2.139358000000000175e+03 5.000000000000000000e+00 1.805999999999999979e-12
4.229999999999999871e-01 -2.138530000000000200e+03 5.500000000000000000e+00 4.157000000000000159e-12
0.000000000000000000e+00 -2.138952999999999975e+03 6.000000000000000000e+00 4.157000000000000159e-12
1.700000000000000122e-02 -2.139340999999999894e+03 6.500000000000000000e+00 4.252999999999999750e-12
0.000000000000000000e+00 -2.139358999999999924e+03 7.000000000000000000e+00 4.252999999999999750e-12
4.229999999999999871e-01 -2.138530000000000200e+03 7.500000000000000000e+00 7.369000000000000609e-12
0.000000000000000000e+00 -2.138952999999999975e+03 8.000000000000000000e+00 7.369000000000000609e-12
1.700000000000000122e-02 -2.139340999999999894e+03 8.500000000000000000e+00 7.563999999999999677e-12
0.000000000000000000e+00 -2.139358999999999924e+03 9.000000000000000000e+00 7.563999999999999677e-12
4.229999999999999871e-01 -2.138530000000000200e+03 9.500000000000000000e+00 1.061999999999999958e-11
0.000000000000000000e+00 -2.138952999999999975e+03 1.000000000000000000e+01 1.061999999999999958e-11
1.700000000000000122e-02 -2.139340999999999894e+03 1.050000000000000000e+01 1.079999999999999922e-11
0.000000000000000000e+00 -2.139358999999999924e+03 1.100000000000000000e+01 1.079999999999999922e-11
7.259999999999999787e-01 -2.140432999999999993e+03 1.150000000000000000e+01 1.227000000000000002e-11
0.000000000000000000e+00 -2.141159000000000106e+03 1.200000000000000000e+01 1.227000000000000002e-11
2.449999999999999956e-01 -2.143262000000000171e+03 1.250000000000000000e+01 1.249000000000000030e-11
0.000000000000000000e+00 -2.143507000000000062e+03 1.300000000000000000e+01 1.249000000000000030e-11
2.045999999999999819e+00 -2.139784999999999854e+03 1.350000000000000000e+01 5.402000000000000118e-05
0.000000000000000000e+00 -2.141831999999999880e+03 1.400000000000000000e+01 5.402000000000000118e-05
3.709999999999999964e-01 -2.143135999999999967e+03 1.450000000000000000e+01 5.402000000000000118e-05
0.000000000000000000e+00 -2.143507000000000062e+03 1.500000000000000000e+01 5.402000000000000118e-05
2.140000000000000124e+00 -2.139677000000000135e+03 1.550000000000000000e+01 4.672000000000000263e-04
0.000000000000000000e+00 -2.141815999999999804e+03 1.600000000000000000e+01 4.672000000000000263e-04
3.619999999999999885e-01 -2.143155000000000200e+03 1.650000000000000000e+01 4.672000000000000263e-04
0.000000000000000000e+00 -2.143516999999999825e+03 1.700000000000000000e+01 4.672000000000000263e-04
2.060999999999999943e+00 -2.140485000000000127e+03 1.750000000000000000e+01 6.086000000000000481e-04
0.000000000000000000e+00 -2.142545999999999822e+03 1.800000000000000000e+01 6.086000000000000481e-04
4.650000000000000244e-01 -2.143445000000000164e+03 1.850000000000000000e+01 6.086000000000000481e-04
0.000000000000000000e+00 -2.143909000000000106e+03 1.900000000000000000e+01 6.086000000000000481e-04
1.828000000000000069e+00 -2.140717999999999847e+03 1.950000000000000000e+01 6.539999999999999590e-04
0.000000000000000000e+00 -2.142545999999999822e+03 2.000000000000000000e+01 6.539999999999999590e-04
4.490000000000000102e-01 -2.143347999999999956e+03 2.050000000000000000e+01 6.539999999999999590e-04
0.000000000000000000e+00 -2.143797000000000025e+03 2.100000000000000000e+01 6.539999999999999590e-04
1.699000000000000066e+00 -2.140847000000000207e+03 2.150000000000000000e+01 6.620999999999999932e-04
0.000000000000000000e+00 -2.142547000000000025e+03 2.200000000000000000e+01 6.620999999999999932e-04
4.650000000000000244e-01 -2.143443999999999960e+03 2.250000000000000000e+01 6.620999999999999932e-04
0.000000000000000000e+00 -2.143909000000000106e+03 2.300000000000000000e+01 6.620999999999999932e-04
1.967999999999999972e+00 -2.140579000000000178e+03 2.350000000000000000e+01 7.255999999999999646e-04
0.000000000000000000e+00 -2.142545999999999822e+03 2.400000000000000000e+01 7.255999999999999646e-04
4.660000000000000253e-01 -2.143443999999999960e+03 2.450000000000000000e+01 7.255999999999999646e-04
0.000000000000000000e+00 -2.143909000000000106e+03 2.500000000000000000e+01 7.255999999999999646e-04
1.828999999999999959e+00 -2.140717999999999847e+03 2.550000000000000000e+01 8.145999999999999595e-04
0.000000000000000000e+00 -2.142545999999999822e+03 2.600000000000000000e+01 8.145999999999999595e-04
5.110000000000000098e-01 -2.143398000000000138e+03 2.650000000000000000e+01 8.145999999999999595e-04
0.000000000000000000e+00 -2.143909000000000106e+03 2.700000000000000000e+01 8.145999999999999595e-04
1.967999999999999972e+00 -2.140577999999999975e+03 2.750000000000000000e+01 8.628999999999999952e-04
0.000000000000000000e+00 -2.142545999999999822e+03 2.800000000000000000e+01 8.628999999999999952e-04
4.490000000000000102e-01 -2.143347000000000207e+03 2.850000000000000000e+01 8.628999999999999952e-04
0.000000000000000000e+00 -2.143797000000000025e+03 2.900000000000000000e+01 8.628999999999999952e-04
1.699999999999999956e+00 -2.140847000000000207e+03 2.950000000000000000e+01 8.831000000000000525e-04
0.000000000000000000e+00 -2.142545999999999822e+03 3.000000000000000000e+01 8.831000000000000525e-04
5.360000000000000320e-01 -2.143260999999999967e+03 3.050000000000000000e+01 8.831000000000000525e-04
0.000000000000000000e+00 -2.143797000000000025e+03 3.100000000000000000e+01 8.831000000000000525e-04
1.786000000000000032e+00 -2.140760000000000218e+03 3.150000000000000000e+01 9.200000000000000278e-04
0.000000000000000000e+00 -2.142545999999999822e+03 3.200000000000000000e+01 9.200000000000000278e-04
5.110000000000000098e-01 -2.143398000000000138e+03 3.250000000000000000e+01 9.200000000000000278e-04
0.000000000000000000e+00 -2.143909000000000106e+03 3.300000000000000000e+01 9.200000000000000278e-04
1.874000000000000110e+00 -2.140672000000000025e+03 3.350000000000000000e+01 1.139000000000000038e-03
0.000000000000000000e+00 -2.142545999999999822e+03 3.400000000000000000e+01 1.139000000000000038e-03
4.490000000000000102e-01 -2.143347000000000207e+03 3.450000000000000000e+01 1.139000000000000038e-03
0.000000000000000000e+00 -2.143797000000000025e+03 3.500000000000000000e+01 1.139000000000000038e-03
1.699999999999999956e+00 -2.140847000000000207e+03 3.550000000000000000e+01 1.175000000000000046e-03
0.000000000000000000e+00 -2.142545999999999822e+03 3.600000000000000000e+01 1.175000000000000046e-03
6.009999999999999787e-01 -2.143307999999999993e+03 3.650000000000000000e+01 1.175000000000000046e-03
0.000000000000000000e+00 -2.143909000000000106e+03 3.700000000000000000e+01 1.175000000000000046e-03
1.963999999999999968e+00 -2.140583000000000084e+03 3.750000000000000000e+01 1.183000000000000024e-03
0.000000000000000000e+00 -2.142547000000000025e+03 3.800000000000000000e+01 1.183000000000000024e-03
4.520000000000000129e-01 -2.143344999999999800e+03 3.850000000000000000e+01 1.183000000000000024e-03
0.000000000000000000e+00 -2.143797000000000025e+03 3.900000000000000000e+01 1.183000000000000024e-03
1.701000000000000068e+00 -2.140846000000000004e+03 3.950000000000000000e+01 1.229000000000000058e-03
0.000000000000000000e+00 -2.142547000000000025e+03 4.000000000000000000e+01 1.229000000000000058e-03
5.130000000000000115e-01 -2.143396999999999935e+03 4.050000000000000000e+01 1.229000000000000058e-03
0.000000000000000000e+00 -2.143909000000000106e+03 4.100000000000000000e+01 1.229000000000000058e-03
1.967999999999999972e+00 -2.140579000000000178e+03 4.150000000000000000e+01 1.309999999999999967e-03
0.000000000000000000e+00 -2.142545999999999822e+03 4.200000000000000000e+01 1.309999999999999967e-03
4.660000000000000253e-01 -2.143443999999999960e+03 4.250000000000000000e+01 1.309999999999999967e-03
0.000000000000000000e+00 -2.143909000000000106e+03 4.300000000000000000e+01 1.309999999999999967e-03
1.828999999999999959e+00 -2.140717999999999847e+03 4.350000000000000000e+01 1.386000000000000079e-03
0.000000000000000000e+00 -2.142545999999999822e+03 4.400000000000000000e+01 1.386000000000000079e-03
7.660000000000000142e-01 -2.143030999999999949e+03 4.450000000000000000e+01 1.386000000000000079e-03
0.000000000000000000e+00 -2.143797000000000025e+03 4.500000000000000000e+01 1.386000000000000079e-03
1.707000000000000073e+00 -2.140840000000000146e+03 4.550000000000000000e+01 1.423000000000000003e-03
0.000000000000000000e+00 -2.142545999999999822e+03 4.600000000000000000e+01 1.423000000000000003e-03
5.969999999999999751e-01 -2.143311999999999898e+03 4.650000000000000000e+01 1.423000000000000003e-03
0.000000000000000000e+00 -2.143909000000000106e+03 4.700000000000000000e+01 1.423000000000000003e-03
1.893999999999999906e+00 -2.140652000000000044e+03 4.750000000000000000e+01 1.549999999999999946e-03
0.000000000000000000e+00 -2.142545999999999822e+03 4.800000000000000000e+01 1.549999999999999946e-03
4.660000000000000253e-01 -2.143443999999999960e+03 4.850000000000000000e+01 1.549999999999999946e-03
0.000000000000000000e+00 -2.143909000000000106e+03 4.900000000000000000e+01 1.549999999999999946e-03
1.828999999999999959e+00 -2.140717999999999847e+03 4.950000000000000000e+01 1.593000000000000015e-03
0.000000000000000000e+00 -2.142545999999999822e+03 5.000000000000000000e+01 1.593000000000000015e-03
4.490000000000000102e-01 -2.143347000000000207e+03 5.050000000000000000e+01 1.593000000000000015e-03
0.000000000000000000e+00 -2.143797000000000025e+03 5.100000000000000000e+01 1.593000000000000015e-03
1.699999999999999956e+00 -2.140846000000000004e+03 5.150000000000000000e+01 1.611000000000000019e-03
0.000000000000000000e+00 -2.142545999999999822e+03 5.200000000000000000e+01 1.611000000000000019e-03
4.660000000000000253e-01 -2.143443999999999960e+03 5.250000000000000000e+01 1.611000000000000019e-03
0.000000000000000000e+00 -2.143909000000000106e+03 5.300000000000000000e+01 1.611000000000000019e-03
1.828999999999999959e+00 -2.140717999999999847e+03 5.350000000000000000e+01 1.621999999999999961e-03
0.000000000000000000e+00 -2.142545999999999822e+03 5.400000000000000000e+01 1.621999999999999961e-03
4.490000000000000102e-01 -2.143347000000000207e+03 5.450000000000000000e+01 1.621999999999999961e-03
0.000000000000000000e+00 -2.143797000000000025e+03 5.500000000000000000e+01 1.621999999999999961e-03
1.699999999999999956e+00 -2.140846000000000004e+03 5.550000000000000000e+01 1.668999999999999911e-03
0.000000000000000000e+00 -2.142545999999999822e+03 5.600000000000000000e+01 1.668999999999999911e-03
4.660000000000000253e-01 -2.143443999999999960e+03 5.650000000000000000e+01 1.668999999999999911e-03
0.000000000000000000e+00 -2.143909000000000106e+03 5.700000000000000000e+01 1.668999999999999911e-03
1.828999999999999959e+00 -2.140717999999999847e+03 5.750000000000000000e+01 1.686999999999999915e-03
0.000000000000000000e+00 -2.142545999999999822e+03 5.800000000000000000e+01 1.686999999999999915e-03
6.009999999999999787e-01 -2.143309000000000196e+03 5.850000000000000000e+01 1.686999999999999915e-03
0.000000000000000000e+00 -2.143909000000000106e+03 5.900000000000000000e+01 1.686999999999999915e-03
1.893999999999999906e+00 -2.140652000000000044e+03 5.950000000000000000e+01 1.825999999999999932e-03
0.000000000000000000e+00 -2.142545999999999822e+03 6.000000000000000000e+01 1.825999999999999932e-03
4.490000000000000102e-01 -2.143347000000000207e+03 6.050000000000000000e+01 1.825999999999999932e-03
0.000000000000000000e+00 -2.143797000000000025e+03 6.100000000000000000e+01 1.825999999999999932e-03
2.007000000000000117e+00 -2.140117000000000189e+03 6.150000000000000000e+01 1.846999999999999901e-03
0.000000000000000000e+00 -2.142125000000000000e+03 6.200000000000000000e+01 1.846999999999999901e-03
3.350000000000000200e-01 -2.143460999999999785e+03 6.250000000000000000e+01 1.846999999999999901e-03
0.000000000000000000e+00 -2.143797000000000025e+03 6.300000000000000000e+01 1.846999999999999901e-03
1.707999999999999963e+00 -2.140838999999999942e+03 6.350000000000000000e+01 1.868000000000000086e-03
0.000000000000000000e+00 -2.142547000000000025e+03 6.400000000000000000e+01 1.868000000000000086e-03
4.580000000000000182e-01 -2.143338999999999942e+03 6.450000000000000000e+01 1.868000000000000086e-03
0.000000000000000000e+00 -2.143797000000000025e+03 6.500000000000000000e+01 1.868000000000000086e-03
1.707999999999999963e+00 -2.140838999999999942e+03 6.550000000000000000e+01 1.920999999999999965e-03
0.000000000000000000e+00 -2.142547000000000025e+03 6.600000000000000000e+01 1.920999999999999965e-03
5.120000000000000107e-01 -2.143396999999999935e+03 6.650000000000000000e+01 1.920999999999999965e-03
0.000000000000000000e+00 -2.143909000000000106e+03 6.700000000000000000e+01 1.920999999999999965e-03
2.156000000000000139e+00 -2.140005000000000109e+03 6.750000000000000000e+01 2.236999999999999839e-03
0.000000000000000000e+00 -2.142161000000000058e+03 6.800000000000000000e+01 2.236999999999999839e-03
3.820000000000000062e-01 -2.143539000000000215e+03 6.850000000000000000e+01 2.236999999999999839e-03
0.000000000000000000e+00 -2.143922000000000025e+03 6.900000000000000000e+01 2.236999999999999839e-03
2.099000000000000199e+00 -2.140260999999999967e+03 6.950000000000000000e+01 2.582000000000000094e-03
0.000000000000000000e+00 -2.142360000000000127e+03 7.000000000000000000e+01 2.582000000000000094e-03
5.370000000000000329e-01 -2.143385000000000218e+03 7.050000000000000000e+01 2.582000000000000094e-03
0.000000000000000000e+00 -2.143922000000000025e+03 7.100000000000000000e+01 2.582000000000000094e-03
1.971000000000000085e+00 -2.140585000000000036e+03 7.150000000000000000e+01 2.596999999999999916e-03
0.000000000000000000e+00 -2.142556000000000040e+03 7.200000000000000000e+01 2.596999999999999916e-03
4.490000000000000102e-01 -2.143358999999999924e+03 7.250000000000000000e+01 2.596999999999999916e-03
0.000000000000000000e+00 -2.143809000000000196e+03 7.300000000000000000e+01 2.596999999999999916e-03
2.021999999999999797e+00 -2.140534000000000106e+03 7.350000000000000000e+01 2.625999999999999862e-03
0.000000000000000000e+00 -2.142556000000000040e+03 7.400000000000000000e+01 2.625999999999999862e-03
4.500000000000000111e-01 -2.143358000000000175e+03 7.450000000000000000e+01 2.625999999999999862e-03
0.000000000000000000e+00 -2.143809000000000196e+03 7.500000000000000000e+01 2.625999999999999862e-03
1.703000000000000069e+00 -2.140853999999999814e+03 7.550000000000000000e+01 2.687000000000000152e-03
0.000000000000000000e+00 -2.142556000000000040e+03 7.600000000000000000e+01 2.687000000000000152e-03
5.110000000000000098e-01 -2.143409999999999854e+03 7.650000000000000000e+01 2.687000000000000152e-03
0.000000000000000000e+00 -2.143922000000000025e+03 7.700000000000000000e+01 2.687000000000000152e-03
1.877000000000000002e+00 -2.140679000000000087e+03 7.750000000000000000e+01 2.971000000000000116e-03
0.000000000000000000e+00 -2.142556000000000040e+03 7.800000000000000000e+01 2.971000000000000116e-03
