# bin_edges hist err
3.268027589410125105e-07 1.957852524826477350e+02 1.384410796868005491e+02
5.907837911587943131e-07 2.166043199858007426e+02 1.083021599929003713e+02
1.068000432514575546e-06 2.695918599423268915e+02 8.986395331410896858e+01
1.930697728883249761e-06 1.325596642376557099e+02 4.686691874712911243e+01
3.490254878959579349e-06 1.466555604451785939e+02 3.666389011129464848e+01
6.309573444801929638e-06 2.535161894501909785e+02 3.585260334016070516e+01
1.140624923851320228e-05 2.019413863401390756e+02 2.379902061388746404e+01
2.061986009502219175e-05 2.032456575678388901e+02 1.775765555157610009e+01
3.727593720314938141e-05 2.051185905413907733e+02 1.326801864516943219e+01
6.738627168030941555e-05 1.894249412473823497e+02 9.483108365780097415e+00
1.218187912010114778e-04 1.932854766895762282e+02 7.124597194860722738e+00
2.202201949987373474e-04 1.898690331235473536e+02 5.251898752300470541e+00
3.981071705534969187e-04 1.885227220677255389e+02 3.892240774998990460e+00
7.196856730011514085e-04 1.738968371444111369e+02 2.780303843168014044e+00
1.301025216910830151e-03 1.485698554305739663e+02 1.911350525490087993e+00
2.351952635070956362e-03 1.075520917989580738e+02 1.209519827459545782e+00
4.251786303382886108e-03 4.704924884856800560e+01 5.949883741678713145e-01
7.686246100397729937e-03 1.281536846034073385e+01 2.309544065255479117e-01
1.389495494373135971e-02 2.880287641231152662e+00 8.143426971954331739e-02
2.511886431509577008e-02 9.717627154595677164e-01 3.518017237570721101e-02
4.540909610972469757e-02 1.627439365821595763e-01 1.070776489186570438e-02
8.208914159638244779e-02 2.708537073343425527e-01 1.027406672943106947e-02
1.483981788967562998e-01 2.155793323980289000e-01 6.817217068363001439e-03
2.682695795279722017e-01 1.055376783564630494e-01 3.547610248860738526e-03
4.849693428528190631e-01 8.661360888012063775e-02 2.390307485030328336e-03
8.767123872968668463e-01 2.554327571896078245e-04 9.654450746046401978e-05
9.363292088239397515e+00 1.332513843776496115e-04 2.133729817236506313e-05
