# bin_edges hist err
3.268027589410125105e-07 1.269232378764494342e+02 8.974828219259065065e+01
5.907837911587943131e-07 1.755247221254634553e+02 7.849704208085952928e+01
1.068000432514575546e-06 1.747704249177146778e+02 5.825680830590489023e+01
1.930697728883249761e-06 1.503871091981837935e+02 4.019264557192597920e+01
3.490254878959579349e-06 1.960891925886776050e+02 3.413474700408239215e+01
6.309573444801929638e-06 1.512010102610352646e+02 2.229337272548371374e+01
1.140624923851320228e-05 2.327362185799507586e+02 2.057116979819971547e+01
2.061986009502219175e-05 2.071945689457725450e+02 1.443592965664405092e+01
3.727593720314938141e-05 1.841604144298925405e+02 1.012237183718524491e+01
6.738627168030941555e-05 1.895859481383370451e+02 7.638635533319838800e+00
1.218187912010114778e-04 1.932317277559944273e+02 5.735621794279950336e+00
2.202201949987373474e-04 1.990878247009599704e+02 4.330043007042574388e+00
3.981071705534969187e-04 1.884800653945337672e+02 3.133510415020410278e+00
7.196856730011514085e-04 1.771690526540686221e+02 2.259544680468867472e+00
1.301025216910830151e-03 1.506887411721272656e+02 1.549872512307057137e+00
2.351952635070956362e-03 1.063181842077535748e+02 9.682509244179062780e-01
4.251786303382886108e-03 4.661241171125121951e+01 4.768299251030220787e-01
7.686246100397729937e-03 1.294081861553063817e+01 1.868625033841439798e-01
1.389495494373135971e-02 2.073203647019136842e+00 5.562766636906882334e-02
2.511886431509577008e-02 1.131968433326691281e+00 3.057141838725622660e-02
4.540909610972469757e-02 6.302793675071256818e-02 5.365294277929341486e-03
8.208914159638244779e-02 4.269704818666714141e-01 1.038614781814079305e-02
1.483981788967562998e-01 2.884549412126359846e-01 6.349260360619246937e-03
2.682695795279722017e-01 6.130538441424018825e-02 2.177018032416135930e-03
4.849693428528190631e-01 8.091028065422280202e-02 1.860129334023430305e-03
8.767123872968668463e-01 1.892473057881171846e-04 6.690902662203090684e-05
9.363292088239397515e+00 1.749828078493921308e-04 1.968710399814143782e-05
