# bin_edges hist err
3.300034791125282203e-05 1.506634148250674166e+01 1.065351222995269787e+01
5.994842503189408905e-05 1.244055645518483999e+01 7.182558618269704098e+00
1.978318882784164360e-04 2.513217232060905637e+00 1.777112947385151243e+00
3.593813663804625697e-04 1.037604945298074810e+01 2.679084448721267719e+00
6.528521141127847493e-04 5.331010652292982321e+00 1.424772527580186132e+00
1.185971012337669371e-03 8.594212980547549563e+00 1.342190571644000574e+00
2.154434690031882104e-03 9.000312706596414358e+00 1.019084737779890615e+00
3.913745601980383668e-03 4.573368891210424891e+00 5.389766926404155889e-01
2.346228848142262527e-02 2.966770762760835289e-01 5.606669739430410887e-02
4.262158829015320893e-02 1.376507882811697892e+00 8.960303110988723785e-02
7.742636826811269413e-02 6.421514037062601814e-03 4.540696121091568511e-03
1.406527242105236331e-01 1.505871021946561861e+00 5.159029113471156475e-02
2.555097090352507205e-01 1.808707384995293266e+00 4.194967658443551212e-02
4.641588833612772524e-01 8.489046829278003026e-01 2.132280307649438850e-02
9.182542835656281710e+00 3.681902424069800461e-03 3.157205281803721801e-04
