# bin_edges hist err
5.945570708544394139e-07 1.635299084013809988e+03 5.781655357871572960e+02
1.077105056036769012e-06 3.385041092021183999e+02 1.954354385696375402e+02
1.951293422635962419e-06 3.737054440723590005e+02 1.525646086795793508e+02
3.534981105030109478e-06 2.750449307858229986e+02 9.724306784482001831e+01
6.404004271197283230e-06 4.554706362713385488e+02 9.297255430713096302e+01
1.160155301739971416e-05 2.514177106902841956e+02 5.132042529082331583e+01
2.101748011332487198e-05 3.585186886309850252e+02 4.553191898807685334e+01
3.807546021222368024e-05 4.053771961939315247e+02 3.597140938115381914e+01
6.897785379387658198e-05 3.241969318754848928e+02 2.390011490756870671e+01
1.249609141291986841e-04 3.861153506824823580e+02 1.937857395542132721e+01
2.263803409521446481e-04 3.983510355407006500e+02 1.462392657457944090e+01
4.101127070551300138e-04 3.496870395718942746e+02 1.017978329014764149e+01
7.429639507594950265e-04 1.954793643890969861e+02 5.654796305515767507e+00
1.345960324155364221e-03 8.668415696181860142e+01 2.797719135776276289e+00
2.438354098268826452e-03 4.949407694795669954e+01 1.570647057163862437e+00
4.417344703140064534e-03 2.451416859402852211e+01 8.212555482212805513e-01
8.002502278161051363e-03 1.296978626231212139e+01 4.438169492195971344e-01
1.449740670372631594e-02 5.901781020869172778e+00 2.224317413757238293e-01
2.626363527653330018e-02 2.133274988689679574e+00 9.935652162332710147e-02
4.757944314009413672e-02 8.812527700310922585e-01 4.744505425233665891e-02
8.619535664753032178e-02 3.031484442771055776e-01 2.067455230162662527e-02
1.561523006000496427e-01 1.665582469326137849e-01 1.138568736330335639e-02
2.828869434625966850e-01 1.018207279586361286e-01 6.613967014659072677e-03
5.124805876960926154e-01 6.901068281931230231e-02 4.045477872106523730e-03
9.284145445194744717e-01 1.570869347806416174e-03 4.534709204088831496e-04
