# bin_edges hist err
1.807768676963434288e-07 3.943054927230578528e+02 2.788160877635770589e+02
3.268027589410125105e-07 2.181172280213335171e+02 1.542321710274973725e+02
5.907837911587943131e-07 2.413109938243999295e+02 1.206554969121999648e+02
1.068000432514575546e-06 2.669710974633520095e+02 9.438853669857545015e+01
1.930697728883249761e-06 1.476799000145260834e+02 5.221272937261134928e+01
3.490254878959579349e-06 2.246524846984951580e+02 4.789607066878697594e+01
6.309573444801929638e-06 1.299192558586687198e+02 2.709003751010148875e+01
1.140624923851320228e-05 1.843549668942058588e+02 2.400097237386249915e+01
2.061986009502219175e-05 2.005016557127100043e+02 1.861611138131525323e+01
3.727593720314938141e-05 2.074802921227372110e+02 1.408467998313616576e+01
6.738627168030941555e-05 1.724216750435672623e+02 9.549553361352430159e+00
1.218187912010114778e-04 1.726169402948157767e+02 7.106526968484914164e+00
2.202201949987373474e-04 1.764066868628410418e+02 5.343204478667097135e+00
3.981071705534969187e-04 1.752009731131716421e+02 3.960418688464882209e+00
7.196856730011514085e-04 1.757059394630288978e+02 2.949814029382881841e+00
1.301025216910830151e-03 1.460115405278142475e+02 1.999970448529592382e+00
2.351952635070956362e-03 1.037418555803083109e+02 1.253821071785522268e+00
4.251786303382886108e-03 4.655647979317817686e+01 6.247081869330186610e-01
7.686246100397729937e-03 1.435596380395805838e+01 2.580072314981634030e-01
1.389495494373135971e-02 3.519189529906162406e+00 9.500918686361232990e-02
2.511886431509577008e-02 1.079767732883583298e+00 3.914154973770610224e-02
4.540909610972469757e-02 2.684286933112716156e-01 1.451496136707603087e-02
8.208914159638244779e-02 2.835131161012200418e-01 1.109472557946570605e-02
1.483981788967562998e-01 2.180735359329876444e-01 7.237024472087901644e-03
2.682695795279722017e-01 9.631906683406932235e-02 3.577200337730112537e-03
4.849693428528190631e-01 8.502854775470528037e-02 2.499758663074581281e-03
8.767123872968668463e-01 4.065262047324128707e-04 1.285548735498346165e-04
9.363292088239397515e+00 3.425781236789698556e-05 1.141927078929899575e-05
