# bin_edges hist err
6.061898993497572431e-04 9.513701087915970023e-01 4.756850543957985011e-01
1.105295141126022172e-03 5.739480994150972570e+00 8.652593158624896086e-01
2.015337685941732959e-03 1.101719664592859793e+01 8.877910056472660960e-01
3.674661940736687841e-03 5.257576656870315723e+00 4.541854468943870571e-01
6.700187503509590602e-03 2.539178646959441732e+00 2.337503412700269734e-01
1.221677348996791888e-02 2.478340531215720954e+00 1.710217444914203799e-01
1.350314037869872197e-01 1.516183507563109378e+00 4.023533263161022805e-02
2.462092401494625493e-01 1.999205212390702258e+00 3.421571478187483695e-02
4.489251258218602825e-01 8.725974346057028264e-01 1.674052649747774166e-02
9.047357242349292505e+00 3.330602114637114253e-03 2.303825656077425853e-04
