# bin_edges hist err
3.324597932270938332e-06 1.790800746673100434e+02 1.266287351726481916e+02
1.105295141126022030e-05 8.079777388824810203e+01 4.664861650430255935e+01
2.015337685941735182e-05 2.067933701989809094e+02 5.526785293863537163e+01
3.674661940736687922e-05 2.997372609428218766e+02 4.927650215668154488e+01
6.700187503509590005e-05 2.265894165464654293e+02 3.172886472415423142e+01
1.221677348996791812e-04 1.705681424424937234e+02 2.038679236882925494e+01
2.227542951999556280e-04 2.218392573282625619e+02 1.721806561976334393e+01
4.061585988376979588e-04 1.202000359160133627e+02 9.386045894074683815e+00
7.405684692262435144e-04 1.410906715666293678e+02 7.530862919028087354e+00
1.350314037869872197e-03 9.678011619589557313e+01 4.619062929672119289e+00
2.462092401494625667e-03 8.270050384431050361e+01 3.162132796817951341e+00
4.489251258218603276e-03 3.958738544443942686e+01 1.620203828568563820e+00
8.185467307069028281e-03 1.902017954203244798e+01 8.316943817124099469e-01
1.492495545051829124e-02 4.886629837566828449e+00 3.121953285050909632e-01
2.721338768375308748e-02 2.209658515864846517e+00 1.554710306454886726e-01
4.961947603002898194e-02 6.419304919512089924e-01 6.205776300002673745e-02
9.047357242349293727e-02 4.573508206333526394e-01 3.879199030412597976e-02
1.649648074098020722e-01 2.652665151095436324e-01 2.187881341506985045e-02
3.007882518043095699e-01 1.316276637075048939e-01 1.141356594659456714e-02
5.484416576121015074e-01 2.713913310953091490e-03 1.213698929666527388e-03
