# bin_edges hist err
5.994842503189408736e-06 9.945177068847863211e+01 5.741850657837807148e+01
1.089022962263730465e-05 1.277409218537827797e+02 4.828153021017788404e+01
1.978318882784162123e-05 1.205463299428627693e+02 3.479872802116663166e+01
3.593813663804625562e-05 1.105970347406321963e+02 2.473024877899593932e+01
6.528521141127846680e-05 9.741014873907441540e+01 1.721984418244743509e+01
1.185971012337669371e-04 1.223257336222376637e+02 1.431714419475497735e+01
2.154434690031882321e-04 1.153043581647388436e+02 1.031313531833355768e+01
3.913745601980383993e-04 1.254219081117992829e+02 7.980404907488598099e+00
7.109709432312431160e-04 7.155782907393613357e+01 4.472364317121008348e+00
1.291549665014882697e-03 5.877887840489088944e+01 3.007389044550100810e+00
2.346228848142262267e-03 5.336287528247278544e+01 2.126027840465154473e+00
4.262158829015320199e-03 3.944661817920343339e+01 1.356202669436292751e+00
7.742636826811269413e-03 2.620631133369714405e+01 8.201495012653017280e-01
1.406527242105236331e-02 1.274463589119993934e+01 4.243499580736889154e-01
2.555097090352506997e-02 5.110071833200237279e+00 1.993628898707965891e-01
4.641588833612772524e-02 1.862480066208705543e+00 8.929908414951427675e-02
8.431909292866250627e-02 6.033691239458560673e-01 3.771057024661600421e-02
1.531740463702079835e-01 1.530967125222039704e-01 1.409369476316173729e-02
2.782559402207120391e-01 8.284810663912382800e-02 7.692253589840277773e-03
5.054796821191235301e-01 9.042596982434477487e-03 1.885511811346597634e-03
