# AtomId eventId barrier
4.600000000000000000e+01 1.024472000000000000e+06 1.316239999999999910e-01
4.600000000000000000e+01 1.276324000000000000e+06 1.311170000000000113e-01
3.200000000000000000e+01 8.359900000000000000e+04 2.104590000000000072e-01
4.600000000000000000e+01 3.530610000000000000e+05 2.947480000000000100e-01
4.600000000000000000e+01 3.530610000000000000e+05 2.149159999999999959e-01
4.600000000000000000e+01 1.024472000000000000e+06 1.316239999999999910e-01
4.600000000000000000e+01 1.276324000000000000e+06 1.311170000000000113e-01
3.200000000000000000e+01 8.359900000000000000e+04 2.104610000000000092e-01
4.600000000000000000e+01 3.530610000000000000e+05 2.947489999999999832e-01
4.600000000000000000e+01 3.530610000000000000e+05 2.148710000000000064e-01
4.600000000000000000e+01 6.071620000000000000e+05 2.222689999999999944e-01
3.200000000000000000e+01 8.359900000000000000e+04 2.104610000000000092e-01
4.600000000000000000e+01 3.530610000000000000e+05 2.148529999999999884e-01
1.550000000000000000e+02 1.080387000000000000e+06 1.985220000000000040e-01
2.250000000000000000e+02 8.638360000000000000e+05 3.440340000000000065e-01
2.270000000000000000e+02 6.703620000000000000e+05 1.757690000000000086e-01
2.250000000000000000e+02 1.893330000000000000e+05 4.003390000000000004e-01
2.270000000000000000e+02 2.237860000000000000e+05 1.690679999999999961e-01
1.550000000000000000e+02 1.080387000000000000e+06 1.975159999999999971e-01
2.250000000000000000e+02 8.638360000000000000e+05 3.440369999999999817e-01
2.270000000000000000e+02 6.703620000000000000e+05 1.757610000000000006e-01
2.250000000000000000e+02 6.085510000000000000e+05 3.754160000000000275e-01
1.700000000000000000e+02 1.298608000000000000e+06 1.198685999999999918e+00
2.250000000000000000e+02 2.881910000000000000e+05 1.221789999999999959e-01
2.270000000000000000e+02 1.017222000000000000e+06 1.502350000000000074e-01
1.700000000000000000e+02 1.298608000000000000e+06 1.198720000000000008e+00
2.250000000000000000e+02 2.881910000000000000e+05 1.221760000000000068e-01
2.270000000000000000e+02 1.017222000000000000e+06 1.495620000000000005e-01
8.700000000000000000e+01 1.094956000000000000e+06 1.348090000000000122e-01
8.700000000000000000e+01 7.566780000000000000e+05 9.622799999999999410e-02
1.020000000000000000e+02 2.836950000000000000e+05 3.859850000000000225e-01
2.250000000000000000e+02 6.138210000000000000e+05 9.498800000000000299e-02
2.270000000000000000e+02 1.076350000000000000e+06 1.703570000000000084e-01
8.700000000000000000e+01 2.507890000000000000e+05 5.850000000000000165e-04
8.700000000000000000e+01 8.669850000000000000e+05 1.348070000000000102e-01
8.700000000000000000e+01 2.002410000000000000e+05 9.623800000000000410e-02
1.020000000000000000e+02 2.836950000000000000e+05 3.860759999999999748e-01
2.250000000000000000e+02 6.138210000000000000e+05 9.485300000000000675e-02
2.270000000000000000e+02 1.076350000000000000e+06 1.703230000000000022e-01
1.700000000000000000e+02 1.298608000000000000e+06 1.199014000000000024e+00
2.250000000000000000e+02 2.881910000000000000e+05 1.222980000000000039e-01
2.270000000000000000e+02 1.017222000000000000e+06 1.495950000000000057e-01
2.250000000000000000e+02 6.085510000000000000e+05 3.753639999999999755e-01
2.270000000000000000e+02 4.579340000000000000e+05 1.982039999999999913e-01
