# bin_edges hist err
1.832980710832437485e-05 1.399462635127051954e+03 6.258587168230145608e+02
6.158482110660267199e-05 4.165292631569566879e+02 1.862775494073707421e+02
6.951927961775604793e-04 5.165852180506210090e+01 1.952508597048597139e+01
1.274274985703133418e-03 4.428725116554781494e+01 1.335310864657745178e+01
2.335721469090121152e-03 1.976836060890508051e+01 6.589453536301693504e+00
4.281332398719391377e-03 2.396625888226665424e+01 5.359018402710636231e+00
7.847599703514606187e-03 2.157378248556750222e+01 3.755513485185679290e+00
1.438449888287663021e-02 9.629821238590395183e+00 1.853259961449379878e+00
2.636650898730358294e-02 7.588591471187934978e+00 1.215147142262354096e+00
4.832930238571751802e-02 2.653864104271335123e+00 5.307728208542670245e-01
8.858667904100822610e-02 1.332013458461771105e+00 2.777440058072939144e-01
1.623776739188720897e-01 4.423346061479285218e-01 1.182188961799384846e-01
2.976351441631319150e-01 1.723713120593485526e-01 5.450859493791902766e-02
5.455594781168514595e-01 2.821164091482447622e-02 1.628799847645497068e-02
