# bin_edges hist err
1.816599788375328615e-05 2.248198565928337889e+00 1.589716451421798959e+00
5.994842503189408905e-05 2.043795330862296478e+00 8.343759498825579213e-01
1.089022962263730567e-04 7.500442471114910914e-01 3.750221235557455457e-01
1.978318882784164360e-04 9.289880835614084953e-01 3.096626945204695169e-01
3.593813663804625697e-04 4.261570111672961403e+00 4.920837302289695070e-01
6.528521141127847493e-04 5.035875576410231425e+00 3.968825946294232687e-01
1.185971012337669371e-03 2.927108206789006961e-01 7.099280184825515483e-02
7.109709432312431160e-03 7.410231642496237781e-01 4.613408709481311293e-02
1.291549665014882740e-02 3.332908765186691991e+00 7.259189307202951191e-02
2.346228848142262527e-02 1.371670418830631899e+00 3.455187868986817068e-02
4.262158829015320893e-02 1.398039969667334903e+00 2.588075515880360056e-02
7.742636826811269413e-02 1.476940732885275061e-02 1.973645072509824534e-03
1.406527242105236331e-01 1.846727826596626709e+00 1.637417160400722257e-02
2.555097090352507205e-01 1.578903327958332214e+00 1.123326570072985531e-02
4.641588833612772524e-01 8.756642638981672055e-01 6.206795618537586795e-03
9.182542835656281710e+00 8.850830813696388332e-04 4.436520607262258874e-05
