# bin_edges hist err
3.300034791125282203e-05 9.559093011698635678e+00 4.779546505849317839e+00
5.994842503189408905e-05 6.577599722892035317e+00 2.941592021834074089e+00
1.089022962263730567e-04 9.414159017828714227e+00 2.611017927242549330e+00
1.978318882784164360e-04 7.972764093979921363e+00 1.782764248270862550e+00
3.593813663804625697e-04 5.266606862996718874e+00 1.075041624181829469e+00
6.528521141127847493e-04 3.019954560562857715e+00 6.039909121125714986e-01
1.185971012337669371e-03 5.652233128958331854e+00 6.130707601813532026e-01
2.154434690031882104e-03 1.098153717173293437e-01 6.340193442215891206e-02
7.109709432312431160e-03 9.317569670338946564e-01 1.016630197794118062e-01
1.291549665014882740e-02 4.200998647383228146e+00 1.601615719237870772e-01
2.346228848142262527e-02 3.206662248289109396e+00 1.038195235705990371e-01
4.262158829015320893e-02 6.476101238538060079e-01 3.461621719524542867e-02
1.406527242105236331e-01 1.227923133290203195e+00 2.623911142962136872e-02
2.555097090352507205e-01 1.953761364426950919e+00 2.455668063568854434e-02
4.641588833612772524e-01 7.576105613739524403e-01 1.134559519469563633e-02
9.182542835656281710e+00 2.516401132538363238e-03 1.470097238528967861e-04
