# bin_edges hist err
3.268027589410125105e-07 1.942940430661388689e+02 1.373866353962178835e+02
5.907837911587943131e-07 2.686931762094980058e+02 1.201632414189533620e+02
1.068000432514575546e-06 2.972649981532264860e+02 9.400344628099425393e+01
1.930697728883249761e-06 1.479937680894530843e+02 4.933125602981769475e+01
3.490254878959579349e-06 1.455385500986581349e+02 3.638463752466453371e+01
6.309573444801929638e-06 1.408877506941134925e+02 2.662528222227799546e+01
1.140624923851320228e-05 1.753528773350724919e+02 2.209238595753411261e+01
2.061986009502219175e-05 1.616660357504167393e+02 1.577698960821318686e+01
3.727593720314938141e-05 2.112215929742532410e+02 1.341258456645635277e+01
6.738627168030941555e-05 2.002316405702561610e+02 9.712661219551488756e+00
1.218187912010114778e-04 1.866009888325515931e+02 6.973606369783057701e+00
2.202201949987373474e-04 1.892878713902672416e+02 5.223846710230552581e+00
3.981071705534969187e-04 1.800690783901403620e+02 3.789458654806784121e+00
7.196856730011514085e-04 1.762337695808677438e+02 2.788243759833582303e+00
1.301025216910830151e-03 1.473406558342436483e+02 1.896164643351877510e+00
2.351952635070956362e-03 1.020354250913783147e+02 1.173596499523316572e+00
4.251786303382886108e-03 4.752719501672556390e+01 5.957210957364181825e-01
7.686246100397729937e-03 1.402299235055898841e+01 2.406693626328737234e-01
1.389495494373135971e-02 2.952028697229255094e+00 8.212763526769387146e-02
2.511886431509577008e-02 1.094543676441544156e+00 3.719410820942511270e-02
4.540909610972469757e-02 1.887713628446283098e-01 1.148825929344394516e-02
8.208914159638244779e-02 3.066921621509238749e-01 1.089095800936149862e-02
1.483981788967562998e-01 2.124397987338021154e-01 6.741573240300718396e-03
2.682695795279722017e-01 9.952673827559166408e-02 3.431956492261781580e-03
4.849693428528190631e-01 8.412092627958983604e-02 2.346672491135209492e-03
8.767123872968668463e-01 6.156118666037496559e-04 1.493078088465240455e-04
9.363292088239397515e+00 2.949890433175031260e-04 3.162614509805043511e-05
