# bin_edges hist err
1.105295141126022030e-05 2.081154781970027159e+02 9.307207128367468840e+01
2.015337685941735182e-05 2.374095315011676576e+03 2.327991988148797873e+02
3.674661940736687922e-05 4.757500505382380993e+02 7.717684930134508647e+01
6.700187503509590005e-05 1.009352855525164159e+03 8.325002040639584777e+01
1.221677348996791812e-04 7.569238217220793103e+02 5.338928991906038846e+01
2.227542951999556280e-04 3.097974294562264390e+02 2.529485419312073091e+01
4.061585988376979588e-04 1.325265362732541803e+02 1.225208261263733966e+01
7.405684692262435144e-04 1.111988898153983882e+02 8.311395252308459547e+00
1.350314037869872197e-03 1.039148690154728740e+02 5.950148090870357009e+00
2.462092401494625667e-03 5.101183391034623327e+01 3.087376637446960004e+00
4.489251258218603276e-03 3.074397225013568402e+01 1.775004065457421953e+00
8.185467307069028281e-03 1.444449233776112784e+01 9.010226764111761710e-01
1.492495545051829124e-02 5.918352426648656461e+00 4.271202958355845847e-01
2.721338768375308748e-02 2.163914010135871369e+00 1.912647838089562569e-01
4.961947603002898194e-02 5.099447833257267915e-01 6.876094055641056302e-02
9.047357242349293727e-02 2.695049636302490059e-01 3.701935379122192615e-02
1.649648074098020722e-01 9.482006538856908862e-02 1.626150705725977128e-02
3.007882518043095699e-01 1.437737570776437546e-01 1.482913077043323223e-02
5.484416576121015074e-01 5.871921527334870647e-03 2.219377725630660835e-03
