# bin_edges hist err
5.994842503189408736e-06 2.692323636395262270e+02 8.117661196480294450e+01
1.089022962263730465e-05 2.694668311468315025e+01 1.905418236087749051e+01
1.978318882784162123e-05 1.705862005499857332e+02 3.556968165390292569e+01
3.593813663804625562e-05 2.490500515958441952e+02 3.188759155345865182e+01
6.528521141127846680e-05 2.000265057781636244e+02 2.120276720699333595e+01
1.185971012337669371e-04 1.534122246272487757e+02 1.377682446938822558e+01
2.154434690031882321e-04 1.505120590054710590e+02 1.012453672613480649e+01
3.913745601980383993e-04 7.760507258512443229e+01 5.393925412647992523e+00
7.109709432312431160e-04 7.862949391415025957e+01 4.028311002882710490e+00
1.291549665014882697e-03 6.055199473980380276e+01 2.622798037217566769e+00
2.346228848142262267e-03 4.802896260403780815e+01 1.733095905521231161e+00
4.262158829015320199e-03 3.563059516385595771e+01 1.107523377025324995e+00
7.742636826811269413e-03 2.291130192859069581e+01 6.589259602271289040e-01
1.406527242105236331e-02 1.200713882909131591e+01 3.539173636792962152e-01
2.555097090352506997e-02 5.972254254196098344e+00 1.851917428296210588e-01
4.641588833612772524e-02 2.133779128382838675e+00 8.212919694420245387e-02
8.431909292866250627e-02 7.413034644156628605e-01 3.591627020754349642e-02
1.531740463702079835e-01 2.251101273542465420e-01 1.468456556018106138e-02
2.782559402207120391e-01 7.171447451907399240e-02 6.149465457129845922e-03
5.054796821191235301e-01 4.354115166267719626e-03 1.124227701761601082e-03
9.182542835656282154e-01 4.793697757899479045e-04 2.767642690936970135e-04
