# bin_edges hist err
1.832980710832437485e-05 8.186856415493253962e+02 4.726683755301845054e+02
3.359818286283781333e-05 5.955222817938782782e+02 2.977611408969391391e+02
6.158482110660267199e-05 2.355472983152590132e+03 4.374003521734294395e+02
1.128837891684688374e-04 8.862418009703910116e+01 6.266675872371420297e+01
2.069138081114790220e-04 2.659236879325104042e+02 8.017900870360882948e+01
3.792690190732249909e-04 1.978325296464122971e+02 5.108013951057598945e+01
6.951927961775604793e-04 1.151247057369955371e+02 2.878117643424888428e+01
1.274274985703133418e-03 7.850921797528933155e+01 1.755519482530953468e+01
2.335721469090121152e-03 4.497302038525905488e+01 9.813917626011509299e+00
4.281332398719391377e-03 3.388229849480448053e+01 6.291784877208534077e+00
7.847599703514606187e-03 1.975962350382660304e+01 3.548933147340137317e+00
1.438449888287663021e-02 6.607127349810631323e+00 1.515778969733065695e+00
2.636650898730358294e-02 2.276577441356380405e+00 6.571912992990678326e-01
4.832930238571751802e-02 7.245049004660745195e-01 2.738371128972624802e-01
8.858667904100822610e-02 3.952605153913734126e-01 1.493944324012559943e-01
1.623776739188720897e-01 1.848326747118129998e-01 7.545762347296094963e-02
2.976351441631319150e-01 5.041860877735945129e-02 2.910919734977491027e-02
5.455594781168514595e-01 3.667513318927181909e-02 1.833756659463590954e-02
