# bin_edges hist err
5.907837911587943131e-07 2.457263778329217416e+02 9.287584090208652299e+01
1.068000432514575546e-06 1.359279984016959872e+02 5.137595428309609957e+01
1.930697728883249761e-06 1.074157647126294961e+02 3.396784731006511748e+01
3.490254878959579349e-06 2.436178040552967161e+02 3.804670892235699853e+01
6.309573444801929638e-06 1.774908912421074660e+02 2.415345097416593489e+01
1.140624923851320228e-05 1.890918420121447241e+02 1.854198062079096232e+01
2.061986009502219175e-05 1.880780886386727104e+02 1.375363198039995360e+01
3.727593720314938141e-05 1.858233159820935043e+02 1.016779946673572965e+01
6.738627168030941555e-05 1.781925100758028009e+02 7.405427996540317359e+00
1.218187912010114778e-04 1.666674214566741625e+02 5.326713890698199450e+00
2.202201949987373474e-04 1.627304800571045860e+02 3.914686936096931635e+00
3.981071705534969187e-04 1.588326327625622980e+02 2.876477773002751981e+00
7.196856730011514085e-04 1.608242281324949374e+02 2.152759252264520029e+00
1.301025216910830151e-03 1.438453021062461232e+02 1.514244968814612013e+00
2.351952635070956362e-03 1.040308461104709892e+02 9.577627338507811450e-01
4.251786303382886108e-03 5.022519071206377816e+01 4.949555952611234821e-01
7.686246100397729937e-03 1.516906687148587984e+01 2.023081809965093791e-01
1.389495494373135971e-02 2.919402784576025756e+00 6.600997871282658636e-02
2.511886431509577008e-02 1.315219036211398462e+00 3.295263881740021633e-02
4.540909610972469757e-02 1.274217767311435767e-01 7.628542231528439091e-03
8.208914159638244779e-02 4.456512990841512423e-01 1.061074521628931587e-02
1.483981788967562998e-01 2.795012371697833675e-01 6.249837661069264708e-03
2.682695795279722017e-01 6.238560864294078606e-02 2.196077432921723048e-03
4.849693428528190631e-01 8.026612502717235531e-02 1.852678923575615906e-03
9.363292088239397515e+00 3.322347060561367922e-05 8.578263223916894311e-06
